prompt_id,prompt,q_text,q_image,q_audio,judge_mean,judge_grade,nb_p_good_loo,lr_gr_loo,s1_text_image,s2_text_audio,s3_image_audio,tsas,wtsas_final
33,"A wolf sketching in a cafe in an autumn park, in gentle morning light",0.842844,0.5170983676218749,0.8982154989874999,3.5,0.625,0.599,1.0,0.5128,0.05,0.1442,0.2357,0.1312
34,A tiny beetle holding a paper lantern on a train platform,0.851581,0.4527617875499999,0.894496076718,4.75,0.9375,0.401,0.768,0.3896,0.1034,0.0842,0.1924,0.1229
35,A newt reading under an umbrella in a snowy village,0.836136,0.4923988502798749,0.8614094914880001,3.5,0.625,0.3456,0.6959,0.3291,0.0437,0.0063,0.1263,0.0753
36,A lemur and a hamster forging a silver key,0.840483,0.519782398558,0.840215847074875,3.0,0.5,0.3604,0.7207,0.4291,0.1989,0.1775,0.2685,0.1853
37,"A kangaroo reading a giant book, in warm golden light",0.848338,0.457758371343875,0.8960473267468749,4.5,0.875,0.4013,0.7671,0.4191,-0.0157,0.0797,0.161,0.0792
38,"A chameleon flying a kite in a storm, in warm golden light",0.844606,0.4393824552138749,0.8731739776995,3.75,0.6875,0.301,0.6365,0.3702,-0.0206,0.0834,0.1443,0.0732
39,A axolotl potter reading under an umbrella,0.810928,0.4867648371875001,0.8301219958080001,3.25,0.5625,0.0922,0.2202,0.4144,0.0451,0.0873,0.1823,0.1033
40,"A mantis watering a rooftop garden, in gentle morning light",0.852523,0.4390621002248749,0.8674747730754999,4.25,0.8125,0.3076,0.6481,0.4354,0.0826,0.026,0.1814,0.1043
41,A bumblebee knight beside a waterfall,0.838779,0.440800045112,0.872432584222,4.25,0.8125,0.2664,0.5894,0.3037,0.0424,0.0706,0.1389,0.0862
42,A lemur potter on a cliff overlooking the sea,0.852762,0.460441810438875,0.8553404874955,3.75,0.6875,0.3144,0.6532,0.3687,0.0854,0.0947,0.1829,0.1167
43,A tiny turtle holding a steaming teacup under a starry sky,0.844622,0.427376542272,0.8885914148538749,4.5,0.875,0.3071,0.646,0.4074,0.094,0.074,0.1918,0.1174
44,A llama flying a hot air balloon beside a waterfall,0.830771,0.4736745518755,0.842594507448,3.25,0.5625,0.1867,0.4462,0.4284,0.0485,0.0869,0.188,0.1064
45,A newt watering a rooftop garden in an enchanted forest,0.830322,0.4332712744595,0.872617074413875,3.5,0.625,0.2182,0.5062,0.2941,0.0624,0.1059,0.1542,0.0986
46,"A dolphin reading tarot cards, in a whimsical cartoon style",0.843858,0.4592243609754999,0.8666024818468749,3.75,0.6875,0.315,0.6583,0.4233,-0.0112,0.1432,0.1851,0.0957
47,A tiny salamander holding a pocket watch on a rooftop at night,0.84766,0.457402116168875,0.863666089029875,3.75,0.6875,0.3199,0.662,0.3739,0.1167,0.1216,0.2041,0.1341
48,A mantis meteorologist flying a hot air balloon,0.841626,0.4604078799875,0.882488482798,3.5,0.625,0.352,0.7118,0.3945,0.1189,0.0556,0.1897,0.1205
49,A chinchilla shepherd rowing across a misty lake,0.844724,0.48332103155,0.880212436928,3.75,0.6875,0.4277,0.8087,0.3991,0.0025,-0.0025,0.133,0.0647
50,A elephant and a gecko folding origami cranes,0.838902,0.4269654744879999,0.891998577421875,3.5,0.625,0.2949,0.6248,0.3666,0.0228,0.1165,0.1686,0.0966
51,A snail chasing fireflies in a neon nightclub,0.833726,0.46109823595,0.8710290256048749,3.75,0.6875,0.275,0.6081,0.4033,0.1906,0.187,0.2603,0.1769
52,A frog and a butterfly reading tarot cards,0.825112,0.446550685728,0.8492197330594999,3.25,0.5625,0.1453,0.3558,0.4113,-0.0107,0.0269,0.1425,0.0669
53,A butterfly baker reading a giant book,0.827966,0.4119591813875,0.8729041391819999,3.75,0.6875,0.1857,0.4458,0.3603,0.0168,0.038,0.1384,0.075
54,A hummingbird planting tulips under a starry sky,0.846403,0.498411913168875,0.8784459293754999,3.75,0.6875,0.4893,0.8784,0.4353,0.0565,0.029,0.1736,0.0965
55,A panda skateboarding down a hill in a neon nightclub,0.847294,0.44845944875,0.8681491453468749,4.5,0.875,0.3091,0.6508,0.3952,0.0281,0.1635,0.1956,0.1132
56,A crab mountaineer tending a beehive,0.820896,0.438108762899875,0.8716528256595,3.25,0.5625,0.1757,0.4263,0.3075,0.0802,0.0043,0.1307,0.0823
57,A mantis blacksmith flying a hot air balloon,0.836368,0.4531320853395,0.861321332448,3.75,0.6875,0.2474,0.554,0.3788,0.08,0.0474,0.1687,0.1029
58,A cheerful snail ranger with a small telescope,0.832373,0.441019629752,0.871997171596875,4.0,0.75,0.232,0.535,0.407,0.0649,0.0843,0.1854,0.109
59,A hippo and a zebra blowing glass ornaments,0.838051,0.420636661088,0.876985980573875,3.25,0.5625,0.2525,0.5623,0.3981,0.0006,0.0582,0.1523,0.0776
60,A badger detective in a misty valley,0.833177,0.4981660739874999,0.868913144952,4.5,0.875,0.3631,0.7282,0.4308,0.1166,0.1417,0.2297,0.1471
61,A beaver and a snail knitting a scarf,0.836529,0.457749106996875,0.864684189182,3.25,0.5625,0.2672,0.5887,0.3267,0.0703,0.1148,0.1706,0.1095
62,A newt jeweler playing a tiny violin,0.836933,0.3963818069579999,0.864689235349875,3.75,0.6875,0.1941,0.4709,0.2818,0.0309,0.0575,0.1234,0.0749
63,"A duck sipping tea in a garden in an autumn park, photorealistic",0.829883,0.478419239948875,0.864446014578875,3.75,0.6875,0.2745,0.6027,0.4563,0.0124,0.0509,0.1732,0.0857
64,A elephant reading tarot cards at a mountain lake at sunrise,0.834728,0.4773004987499999,0.8865699964195,3.5,0.625,0.3647,0.7291,0.4088,0.0332,0.0999,0.1806,0.103
65,A mantis teacher in a cozy library,0.832597,0.457916212371875,0.8512994051755001,3.75,0.6875,0.2021,0.4727,0.4286,0.2129,0.173,0.2715,0.1829
66,A turtle riding a unicycle on a rooftop at night,0.840537,0.440560184832,0.876860580324875,3.75,0.6875,0.2927,0.6257,0.3732,0.0592,0.129,0.1871,0.1143
67,A cheerful whale clockmaker with a slice of cake,0.831414,0.486504056096875,0.8613799503995,3.75,0.6875,0.2972,0.6309,0.4685,0.1181,0.1213,0.236,0.145
68,A dog weaver in a cozy library,0.81965,0.4747032571195,0.858781112333875,3.25,0.5625,0.1944,0.4605,0.3592,0.1046,0.0821,0.182,0.1168
69,"A jellyfish blowing glass ornaments in a sunflower field, with bold vi",0.831818,0.470003494729875,0.860186063662,3.5,0.625,0.2534,0.5645,0.4621,0.0054,0.0655,0.1776,0.0867
70,A cheerful axolotl beekeeper with a knitted scarf,0.833656,0.461334151083875,0.853830741198,3.75,0.6875,0.2232,0.5103,0.3284,0.0984,0.0849,0.1706,0.1119
71,A raccoon acrobat exploring a cave,0.838425,0.4814917528595,0.850652918671875,3.25,0.5625,0.2797,0.5994,0.3907,0.1105,0.1816,0.2276,0.1489
72,A alpaca detective on a rainy street,0.822656,0.463710990693875,0.847597268099875,4.25,0.8125,0.1384,0.3404,0.3742,0.0803,0.1015,0.1853,0.1149
73,A cheerful chameleon judge with a basket of apples,0.827441,0.4867278964848751,0.871999808248,3.75,0.6875,0.3022,0.6507,0.3892,0.0351,0.0148,0.1464,0.08
74,"A raccoon racing a paper airplane, in soft pastel colors",0.852452,0.434927608721875,0.8566233991179999,3.0,0.5,0.266,0.5864,0.3051,0.0767,0.0841,0.1553,0.1017
75,"A penguin sketching in a cafe, in soft pastel colors",0.836562,0.4539483201795,0.885389213738875,3.5,0.625,0.3164,0.6612,0.4258,0.1154,0.166,0.2358,0.15
76,A lion violinist conducting an orchestra,0.822194,0.467608626846875,0.8683993267468749,3.25,0.5625,0.2168,0.5125,0.4084,0.0597,0.0959,0.188,0.1105
77,A moth archer painting a mural,0.829729,0.4204430931519999,0.8665456112620001,3.5,0.625,0.1858,0.4449,0.3182,0.0302,0.0928,0.1471,0.0874
78,A giraffe rowing across a misty lake on a wooden bridge,0.856508,0.479779103534875,0.890408296899875,2.5,0.375,0.5081,0.8979,0.4421,0.0569,0.0884,0.1958,0.1134
79,A jellyfish and a robin rowing across a misty lake,0.838713,0.4428072654988749,0.873434841089875,3.75,0.6875,0.2774,0.6041,0.3754,0.0382,0.0705,0.1614,0.0933
80,A turtle and a jellyfish planting a bonsai tree,0.84856,0.465494893982,0.8848305291195,3.5,0.625,0.4108,0.7826,0.388,0.0546,0.0232,0.1553,0.0899
81,"A ferret blowing glass ornaments, in a dreamy haze",0.842044,0.4619786552619999,0.8654199247355,3.5,0.625,0.3078,0.6483,0.4323,-0.0023,0.0957,0.1752,0.0892
82,A squirrel blowing glass ornaments in a lavender meadow,0.827302,0.4685709482688749,0.87296287795,3.5,0.625,0.2572,0.5848,0.4485,0.025,0.027,0.1668,0.0836
83,A koala mixing a bubbling potion in a bustling market,0.855421,0.500401551523875,0.8994780400619999,4.5,0.875,0.559,0.9583,0.4956,0.0418,0.058,0.1984,0.103
84,A tiny platypus holding a bowl of ramen on a cliff overlooking the sea,0.84967,0.475121458062,0.865741926858875,3.5,0.625,0.3832,0.7468,0.3526,0.0458,0.152,0.1834,0.1143
85,A snail writing a letter in a sunflower field,0.841712,0.4062603554538749,0.8593882563995,3.75,0.6875,0.2011,0.4824,0.3834,0.0562,0.0938,0.1778,0.1047
86,"A elephant mixing a bubbling potion, in warm golden light",0.842565,0.4598136938875,0.898043079168,4.0,0.75,0.3778,0.7363,0.406,0.0089,0.0531,0.156,0.0816
87,A beetle sailor in a cluttered workshop,0.827928,0.473041295398875,0.87568021195,3.25,0.5625,0.2775,0.6178,0.2788,0.0261,0.1246,0.1431,0.0895
88,A walrus dancing in the rain at a mountain lake at sunrise,0.841971,0.5017264545968749,0.8954496308398749,4.5,0.875,0.5049,0.8899,0.4184,0.0291,0.0146,0.154,0.081
89,A beetle juggling glowing orbs in a snowy village,0.839808,0.521342335718875,0.876544789794875,4.0,0.75,0.5162,0.9061,0.466,0.1173,0.0247,0.2027,0.119
90,A tiny ant holding a bouquet of wildflowers in a greenhouse,0.855671,0.3838471621954999,0.8940296500848751,3.75,0.6875,0.334,0.7073,0.2858,0.1044,0.0259,0.1387,0.0934
91,A robin and a jellyfish racing a paper airplane,0.844906,0.469311624622,0.883138356599875,2.25,0.3125,0.3973,0.7669,0.4358,0.0682,0.1385,0.2142,0.1286
92,A cheerful octopus barber with a steaming teacup,0.840415,0.449121741096875,0.852835974296875,4.0,0.75,0.2205,0.5101,0.398,0.0614,0.1137,0.191,0.1145
93,A hippo sipping tea in a garden on a rainy street,0.834352,0.471460263552,0.8537812808874999,4.25,0.8125,0.2407,0.5422,0.4254,0.0223,0.0348,0.1608,0.0833
94,A pony beekeeper in an enchanted forest,0.828927,0.4345048820395,0.874252688634875,3.5,0.625,0.2164,0.5036,0.3256,0.1002,0.0518,0.1592,0.103
95,A tiny cat holding a bunch of balloons in a coral reef,0.840169,0.4711558955499999,0.861539344589875,4.75,0.9375,0.3015,0.6397,0.4107,0.0586,0.1342,0.2011,0.1208
96,"A ladybug reading a giant book at a mountain lake at sunrise, in soft ",0.843622,0.4823532879875,0.881444073263875,4.25,0.8125,0.4154,0.7966,0.4541,-0.0173,0.1747,0.2039,0.1038
97,"A mantis painting a mural, in a dreamy haze",0.836812,0.4278293204954999,0.882956483779875,3.5,0.625,0.269,0.5872,0.3762,0.0359,0.0739,0.162,0.0928
98,"A rhino playing a tiny violin, watercolor style",0.846751,0.4537451358,0.8712309347980001,3.75,0.6875,0.3328,0.683,0.4003,-0.0336,0.0234,0.13,0.0568
99,A tiny mole holding a steaming teacup on a cliff overlooking the sea,0.84708,0.480848299582,0.827621824463875,3.75,0.6875,0.1919,0.4794,0.4565,0.118,0.1314,0.2353,0.1469
100,A robin and a snail rowing across a misty lake,0.852637,0.474697971846875,0.8521775940788751,4.25,0.8125,0.321,0.6648,0.4542,0.0567,0.0394,0.1834,0.1004
101,A hare watering a rooftop garden in a coral reef,0.845399,0.465019216314875,0.872341772663875,3.75,0.6875,0.3544,0.7154,0.3959,0.0848,0.1266,0.2024,0.1273
102,"A scorpion exploring a cave in an enchanted forest, photorealistic",0.835959,0.5101635094968751,0.843556243008,4.5,0.875,0.286,0.6161,0.4083,0.1127,0.08,0.2003,0.1273
103,"A goat tuning a grand piano, watercolor style",0.843675,0.4701886608,0.8707040016795,3.75,0.6875,0.3528,0.7142,0.4436,0.029,0.1411,0.2046,0.1141
104,"A pony tuning a grand piano, photorealistic",0.818577,0.4613518935938749,0.839781618343875,3.5,0.625,0.1107,0.2685,0.409,0.0788,0.0496,0.1792,0.1048
105,A tiny cat holding an old brass compass in a misty valley,0.841824,0.462921915262,0.8543888901138751,4.75,0.9375,0.2611,0.5757,0.441,0.0566,0.0757,0.1911,0.108
106,A dolphin baker in a bustling market,0.836725,0.4245440468468749,0.8547041530468751,3.25,0.5625,0.1834,0.4422,0.2853,0.0626,0.0531,0.1337,0.0857
107,A cheerful lamb sailor with a wooden music box,0.828808,0.449300830693875,0.850085850302,4.0,0.75,0.1587,0.3888,0.3352,0.05,0.1454,0.1769,0.109
108,A fox mountaineer knitting a scarf,0.843996,0.477184093754875,0.886253370118875,3.5,0.625,0.4223,0.7982,0.3517,0.0815,0.0918,0.175,0.113
109,"A pony sipping tea in a garden in a cherry blossom park, in soft paste",0.846748,0.4562530605794999,0.8878584790755,3.5,0.625,0.3859,0.7487,0.3145,0.0616,0.1316,0.1692,0.1094
110,A tiny lamb holding a basket of apples in a misty valley,0.852209,0.450980892884875,0.8924657783875,4.5,0.875,0.3971,0.7636,0.4068,0.0308,0.0065,0.148,0.0784
111,A fox and a lemur dancing in the rain,0.85349,0.51336554355,0.8825451359875,4.25,0.8125,0.5772,0.9802,0.418,0.0294,0.051,0.1661,0.0918
112,"A moth dancing in the rain, watercolor style",0.845716,0.4405194825995,0.876575996221875,4.25,0.8125,0.3119,0.655,0.3828,-0.0445,0.0554,0.1312,0.0583
113,A bumblebee forging a silver key in a candlelit cafe,0.838714,0.447507253502,0.857212325233875,4.25,0.8125,0.2289,0.5244,0.4178,0.1547,0.1287,0.2337,0.1524
114,A rhino and a ant racing a paper airplane,0.829932,0.433134484268875,0.855938037563875,3.5,0.625,0.1698,0.4112,0.3951,0.0626,0.1243,0.194,0.1156
115,A bear conducting an orchestra in a bustling market,0.843511,0.513558250033875,0.8817765138395,3.75,0.6875,0.5511,0.9466,0.4569,0.0464,0.0583,0.1872,0.1026
116,A tiny otter holding a cup of hot cocoa in a cozy library,0.843702,0.490820202871875,0.880532195879875,3.75,0.6875,0.4493,0.8337,0.4241,0.1507,0.1517,0.2422,0.1614
117,A mole locksmith repairing a pocket watch,0.835265,0.429607452078,0.8696397303954999,3.25,0.5625,0.2308,0.5267,0.3408,0.0655,0.2247,0.2103,0.1312
118,A scorpion and a alpaca rowing across a misty lake,0.839301,0.441589546048,0.8694531520848751,3.25,0.5625,0.2673,0.5873,0.3702,0.064,0.0764,0.1702,0.1034
119,A ferret racing a paper airplane in a sunflower field,0.844789,0.4664819558468749,0.8856576124098751,3.5,0.625,0.3946,0.7635,0.4257,0.0546,0.1575,0.2126,0.1267
120,"A donkey planting a bonsai tree in a greenhouse, in warm golden light",0.854352,0.478925816188875,0.8932400486719999,3.75,0.6875,0.5021,0.8872,0.4831,-0.01,0.0084,0.1605,0.0668
121,"A goose tuning a grand piano, with bold vivid colors",0.836964,0.465851225428875,0.8787311774995001,3.75,0.6875,0.3253,0.682,0.4222,0.0863,0.0519,0.1868,0.111
122,"A spider conducting an orchestra, in warm golden light",0.831535,0.4226769446355,0.858406669448875,3.5,0.625,0.1725,0.4187,0.4389,-0.0497,0.0582,0.1491,0.0597
123,"A beetle reading a giant book in a sunflower field, in warm golden lig",0.84898,0.491051093829875,0.877991117502,3.5,0.625,0.4737,0.8607,0.4737,0.0483,0.0701,0.1974,0.1072
124,A rhino ranger photographing the moon,0.834411,0.441687022272,0.864322894188875,3.5,0.625,0.228,0.5221,0.3679,0.0926,0.0573,0.1726,0.1078
125,A wombat and a elephant folding origami cranes,0.841619,0.414794611232,0.884251448614875,3.5,0.625,0.2786,0.6037,0.383,0.0353,0.1144,0.1775,0.1022
126,A iguana cobbler exploring a cave,0.836745,0.4619458927554999,0.8938003111980001,4.0,0.75,0.3464,0.698,0.3498,0.1399,0.0599,0.1832,0.1223
127,"A llama fishing off a wooden pier, in gentle morning light",0.842285,0.44064851195,0.8785240044875001,3.5,0.625,0.3064,0.6448,0.4059,0.0726,0.0428,0.1738,0.1021
128,A sloth and a turtle ice skating at night,0.83853,0.479432360894875,0.871338920222,4.25,0.8125,0.3441,0.7092,0.4338,0.1042,0.0453,0.1944,0.1169
129,A tiny flamingo holding a bouquet of wildflowers in an enchanted fores,0.858659,0.4683293315195,0.884547768909875,3.5,0.625,0.4721,0.8548,0.424,0.0314,0.0727,0.176,0.0976
130,A otter florist beside a waterfall,0.818797,0.449260671548875,0.866622302248875,4.25,0.8125,0.1482,0.3691,0.3936,0.0674,0.0698,0.1769,0.1044
131,A kangaroo tuning a grand piano on a cliff overlooking the sea,0.853512,0.5089142263355,0.8799830101995,3.75,0.6875,0.5786,0.9802,0.4693,0.0232,0.0536,0.182,0.093
132,A bear bookbinder planting a bonsai tree,0.844653,0.4917042186718749,0.856703107739875,3.5,0.625,0.3726,0.7274,0.3743,0.0692,0.0308,0.1581,0.0959
133,A narwhal skier picking apples in autumn,0.832995,0.499451282496875,0.860225431928,3.75,0.6875,0.3463,0.6945,0.446,0.0474,0.064,0.1858,0.1027
134,A beaver beekeeper on a rooftop at night,0.841155,0.448074399873875,0.8897466129248749,4.25,0.8125,0.3344,0.6831,0.3684,0.0745,0.1222,0.1884,0.1184
135,A goat firefighter picking apples in autumn,0.817171,0.5069002815754999,0.8394513720838749,3.25,0.5625,0.1804,0.4384,0.4033,0.033,0.0646,0.167,0.0933
136,A cheerful hedgehog magician with a wooden music box,0.839828,0.4814563034948749,0.877292838268875,3.5,0.625,0.3816,0.756,0.3618,0.0521,0.0923,0.1687,0.1037
137,A kangaroo playing a tiny violin on a foggy harbor,0.842186,0.44260668555,0.8589245907738751,4.25,0.8125,0.2422,0.5472,0.4396,0.0324,0.102,0.1913,0.1043
138,A cheerful salamander magician with a pocket watch,0.829674,0.4614718435755,0.8604624711995,3.75,0.6875,0.2253,0.518,0.3997,0.0166,0.0932,0.1698,0.093
139,A elephant and a spider flying a hot air balloon,0.834179,0.4297601941795,0.8796002890354999,3.25,0.5625,0.2503,0.5589,0.438,0.0752,0.1035,0.2055,0.12
140,"A beetle folding origami cranes on a cliff overlooking the sea, in a w",0.84455,0.4521502479948751,0.878464693952,3.5,0.625,0.3394,0.693,0.3538,0.0779,0.1204,0.184,0.1176
141,A cheerful camel fisherman with a wooden music box,0.839188,0.4280840873355,0.8917466411555,3.75,0.6875,0.2978,0.6288,0.3502,0.011,0.0693,0.1435,0.08
142,A tiny gecko holding a small telescope in a lantern-lit alley,0.848294,0.5106877595988749,0.8791245082498751,4.5,0.875,0.5367,0.9327,0.4202,0.1482,0.1172,0.2286,0.1525
143,A crab jeweler repairing a pocket watch,0.833989,0.418415473489875,0.8529225795355,3.5,0.625,0.1602,0.3963,0.3292,0.1576,0.1274,0.2048,0.1381
144,A tiny turtle holding a jar of fireflies on a floating island,0.842989,0.4483948951998749,0.860712919668875,3.75,0.6875,0.2686,0.5863,0.3925,0.1211,0.0491,0.1876,0.1187
145,A mantis and a llama playing a tiny violin,0.841509,0.4799956641755,0.876102372744875,2.5,0.375,0.3861,0.7582,0.4318,0.0315,0.0819,0.1817,0.1001
146,"A peacock solving a crossword, in a whimsical cartoon style",0.824059,0.448569642578875,0.8741553393995,3.75,0.6875,0.2089,0.4955,0.4275,0.0759,0.0775,0.1936,0.1129
147,A penguin carpenter tuning a grand piano,0.844911,0.4597386418874999,0.8841668989548749,3.75,0.6875,0.3742,0.7377,0.3839,0.0848,0.1092,0.1926,0.1216
148,A mantis and a wombat tuning a grand piano,0.840732,0.476212838133875,0.8572897279820001,3.0,0.5,0.3071,0.6412,0.443,0.0657,0.1069,0.2052,0.12
149,A robin teacher on a rooftop at night,0.82388,0.4491976792,0.845764595746875,3.75,0.6875,0.1328,0.3264,0.386,0.0818,0.1504,0.2061,0.1275
150,"A moth picking apples in autumn in a cozy library, in a cozy hand-draw",0.834847,0.5008049764875,0.855686286024875,3.5,0.625,0.3436,0.688,0.4526,0.0742,0.0499,0.1923,0.1093
151,"A whale reading a giant book in a candlelit cafe, in warm golden light",0.851141,0.501222937329875,0.877987219694875,3.75,0.6875,0.5266,0.9201,0.4623,0.0613,0.1669,0.2302,0.1374
152,"A giraffe mixing a bubbling potion at a countryside fair, in gentle mo",0.850204,0.469718673822,0.8776001228620001,3.5,0.625,0.4097,0.784,0.4182,-0.0178,0.012,0.1375,0.0617
153,A shark baker sipping tea in a garden,0.827351,0.4841804129298749,0.875318589048,4.25,0.8125,0.2941,0.644,0.417,0.0779,0.0634,0.1861,0.1105
154,"A shark brewing coffee at dawn in a misty valley, in a dreamy haze",0.836194,0.450345118404875,0.874095052649875,3.75,0.6875,0.2777,0.6084,0.3864,0.0901,0.1141,0.1969,0.1236
155,"A dog blowing glass ornaments in a cluttered workshop, in a whimsical ",0.848333,0.448672629378875,0.8789322728888751,3.75,0.6875,0.3535,0.7092,0.3929,0.0378,0.0944,0.1751,0.1014
156,A tiger acrobat on a wooden bridge,0.846665,0.473343377613875,0.8682151021198751,3.5,0.625,0.3704,0.7337,0.3386,0.0117,0.0317,0.1273,0.0716
157,A llama skier on a rooftop at night,0.834457,0.4686572062,0.879711197952,3.25,0.5625,0.319,0.6747,0.402,0.0687,0.111,0.1939,0.1178
158,"A wombat balancing on a tightrope, watercolor style",0.848788,0.406508644153875,0.865239779313875,3.5,0.625,0.2483,0.5638,0.2771,-0.0193,0.0986,0.1188,0.0651
159,A tiny wolf holding a vintage camera in a bustling market,0.8448,0.501223906109875,0.8790726297520001,4.0,0.75,0.4824,0.8724,0.4547,0.0954,0.1592,0.2364,0.1477
160,A cheerful donkey wizard with a slice of cake,0.829823,0.464074324754875,0.876116624296875,4.25,0.8125,0.2649,0.5992,0.3969,0.087,0.0276,0.1705,0.1018
