prompt_id,prompt,q_text,q_image,q_audio,q_combined,nb_p_good,lr_gr
39,A axolotl potter reading under an umbrella,0.810928,0.4867648371875001,0.8301219958080001,0.6461,0.0416,0.0
40,"A mantis watering a rooftop garden, in gentle morning light",0.852523,0.43906210022487496,0.8674747730754999,0.6404,0.9952,0.6046
41,A bumblebee knight beside a waterfall,0.838779,0.440800045112,0.872432584222,0.6383,0.9768,0.5951
42,A lemur potter on a cliff overlooking the sea,0.852762,0.460441810438875,0.8553404874955,0.6493,0.9963,0.5036
43,A tiny turtle holding a steaming teacup under a starry sky,0.844622,0.427376542272,0.8885914148538749,0.6361,0.9891,0.7771
44,A llama flying a hot air balloon beside a waterfall,0.830771,0.4736745518755,0.842594507448,0.6474,0.9179,0.2813
45,A newt watering a rooftop garden in an enchanted forest,0.830322,0.4332712744595,0.872617074413875,0.632,0.8773,0.5372
46,"A dolphin reading tarot cards, in a whimsical cartoon style",0.843858,0.45922436097549996,0.8666024818468749,0.6482,0.9915,0.5772
47,A tiny salamander holding a pocket watch on a rooftop at night,0.84766,0.457402116168875,0.863666089029875,0.6478,0.9943,0.5637
48,A mantis meteorologist flying a hot air balloon,0.841626,0.4604078799875,0.882488482798,0.6513,0.9904,0.7256
49,A chinchilla shepherd rowing across a misty lake,0.844724,0.48332103155,0.880212436928,0.6636,0.9954,0.7316
50,A elephant and a gecko folding origami cranes,0.838902,0.42696547448799993,0.891998577421875,0.6349,0.9758,0.783
51,A snail chasing fireflies in a neon nightclub,0.833726,0.46109823595,0.8710290256048749,0.6472,0.9591,0.5655
52,A frog and a butterfly reading tarot cards,0.825112,0.446550685728,0.8492197330594999,0.6329,0.6727,0.2819
53,A butterfly baker reading a giant book,0.827966,0.4119591813875,0.8729041391819999,0.6203,0.7289,0.504
54,A hummingbird planting tulips under a starry sky,0.846403,0.498411913168875,0.8784459293754999,0.6716,0.9968,0.7289
55,A panda skateboarding down a hill in a neon nightclub,0.847294,0.44845944875,0.8681491453468749,0.6439,0.9934,0.5997
56,A crab mountaineer tending a beehive,0.820896,0.438108762899875,0.8716528256595,0.6316,0.4219,0.4565
57,A mantis blacksmith flying a hot air balloon,0.836368,0.4531320853395,0.861321332448,0.6419,0.9684,0.4815
58,A cheerful snail ranger with a small telescope,0.832373,0.44101962975200004,0.871997171596875,0.6365,0.9273,0.5515
59,A hippo and a zebra blowing glass ornaments,0.838051,0.420636661088,0.876985980573875,0.6285,0.9634,0.6196
60,A badger detective in a misty valley,0.833177,0.49816607398749996,0.868913144952,0.6659,0.9714,0.5624
61,A beaver and a snail knitting a scarf,0.836529,0.457749106996875,0.864684189182,0.645,0.9725,0.5184
62,A newt jeweler playing a tiny violin,0.836933,0.39638180695799996,0.864689235349875,0.6132,0.9164,0.4682
63,"A duck sipping tea in a garden in an autumn park, photorealistic",0.829883,0.47841923994887503,0.864446014578875,0.6538,0.9263,0.4854
64,A elephant reading tarot cards at a mountain lake at sunrise,0.834728,0.4773004987499999,0.8865699964195,0.6589,0.9772,0.7387
65,A mantis teacher in a cozy library,0.832597,0.457916212371875,0.8512994051755001,0.6414,0.9345,0.365
66,A turtle riding a unicycle on a rooftop at night,0.840537,0.440560184832,0.876860580324875,0.6396,0.9832,0.6487
67,A cheerful whale clockmaker with a slice of cake,0.831414,0.486504056096875,0.8613799503995,0.6578,0.9497,0.471
68,A dog weaver in a cozy library,0.81965,0.47470325711950007,0.858781112333875,0.6478,0.4488,0.3453
69,"A jellyfish blowing glass ornaments in a sunflower field, with bold vi",0.831818,0.470003494729875,0.860186063662,0.6491,0.9418,0.4526
70,A cheerful axolotl beekeeper with a knitted scarf,0.833656,0.461334151083875,0.853830741198,0.6439,0.9506,0.3983
71,A raccoon acrobat exploring a cave,0.838425,0.4814917528595,0.850652918671875,0.6552,0.9836,0.4097
72,A alpaca detective on a rainy street,0.822656,0.463710990693875,0.847597268099875,0.6408,0.5854,0.2585
73,A cheerful chameleon judge with a basket of apples,0.827441,0.4867278964848751,0.871999808248,0.6589,0.8964,0.5463
74,"A raccoon racing a paper airplane, in soft pastel colors",0.852452,0.434927608721875,0.8566233991179999,0.6361,0.9941,0.4958
75,"A penguin sketching in a cafe, in soft pastel colors",0.836562,0.4539483201795,0.885389213738875,0.647,0.9765,0.7227
76,A lion violinist conducting an orchestra,0.822194,0.46760862684687504,0.8683993267468749,0.6467,0.6249,0.4569
77,A moth archer painting a mural,0.829729,0.42044309315199996,0.8665456112620001,0.624,0.819,0.4621
78,A giraffe rowing across a misty lake on a wooden bridge,0.856508,0.479779103534875,0.890408296899875,0.6672,0.9985,0.8744
79,A jellyfish and a robin rowing across a misty lake,0.838713,0.44280726549887495,0.873434841089875,0.6395,0.9777,0.6063
80,A turtle and a jellyfish planting a bonsai tree,0.84856,0.465494893982,0.8848305291195,0.6564,0.9963,0.7837
81,"A ferret blowing glass ornaments, in a dreamy haze",0.842044,0.46197865526199994,0.8654199247355,0.6489,0.9894,0.5587
82,A squirrel blowing glass ornaments in a lavender meadow,0.827302,0.46857094826887496,0.87296287795,0.6496,0.868,0.5441
83,A koala mixing a bubbling potion in a bustling market,0.855421,0.500401551523875,0.8994780400619999,0.6793,0.9989,0.9771
84,A tiny platypus holding a bowl of ramen on a cliff overlooking the sea,0.84967,0.47512145806200007,0.865741926858875,0.658,0.9965,0.6031
85,A snail writing a letter in a sunflower field,0.841712,0.40626035545387496,0.8593882563995,0.6187,0.966,0.4529
86,"A elephant mixing a bubbling potion, in warm golden light",0.842565,0.45981369388750004,0.898043079168,0.6542,0.9927,0.8906
87,A beetle sailor in a cluttered workshop,0.827928,0.473041295398875,0.87568021195,0.6526,0.8935,0.5787
88,A walrus dancing in the rain at a mountain lake at sunrise,0.841971,0.5017264545968749,0.8954496308398749,0.6754,0.9954,0.8844
89,A beetle juggling glowing orbs in a snowy village,0.839808,0.521342335718875,0.876544789794875,0.6813,0.9935,0.6876
90,A tiny ant holding a bouquet of wildflowers in a greenhouse,0.855671,0.38384716219549997,0.8940296500848751,0.6177,0.99,0.8301
91,A robin and a jellyfish racing a paper airplane,0.844906,0.469311624622,0.883138356599875,0.657,0.9947,0.7537
92,A cheerful octopus barber with a steaming teacup,0.840415,0.449121741096875,0.852835974296875,0.6393,0.9809,0.4201
93,A hippo sipping tea in a garden on a rainy street,0.834352,0.471460263552,0.8537812808874999,0.6494,0.9626,0.4089
94,A pony beekeeper in an enchanted forest,0.828927,0.43450488203950005,0.874252688634875,0.6326,0.8448,0.5444
95,A tiny cat holding a bunch of balloons in a coral reef,0.840169,0.4711558955499999,0.861539344589875,0.6524,0.9873,0.5172
96,"A ladybug reading a giant book at a mountain lake at sunrise, in soft ",0.843622,0.4823532879875,0.881444073263875,0.6631,0.9947,0.7384
97,"A mantis painting a mural, in a dreamy haze",0.836812,0.42782932049549993,0.882956483779875,0.633,0.9632,0.6789
98,"A rhino playing a tiny violin, watercolor style",0.846751,0.45374513580000003,0.8712309347980001,0.6471,0.9938,0.6317
99,A tiny mole holding a steaming teacup on a cliff overlooking the sea,0.84708,0.480848299582,0.827621824463875,0.6529,0.9935,0.2401
100,A robin and a snail rowing across a misty lake,0.852637,0.47469797184687507,0.8521775940788751,0.656,0.9969,0.4822
101,A hare watering a rooftop garden in a coral reef,0.845399,0.46501921631487503,0.872341772663875,0.6528,0.994,0.6447
102,"A scorpion exploring a cave in an enchanted forest, photorealistic",0.835959,0.5101635094968751,0.843556243008,0.668,0.9803,0.3429
103,"A goat tuning a grand piano, watercolor style",0.843675,0.4701886608,0.8707040016795,0.6547,0.993,0.6239
104,"A pony tuning a grand piano, photorealistic",0.818577,0.46135189359387496,0.839781618343875,0.6369,0.2818,0.1483
105,A tiny cat holding an old brass compass in a misty valley,0.841824,0.462921915262,0.8543888901138751,0.6472,0.9879,0.4519
106,A dolphin baker in a bustling market,0.836725,0.42454404684687497,0.8547041530468751,0.6259,0.9467,0.3974
107,A cheerful lamb sailor with a wooden music box,0.828808,0.449300830693875,0.850085850302,0.6356,0.842,0.3207
108,A fox mountaineer knitting a scarf,0.843996,0.477184093754875,0.886253370118875,0.6614,0.9948,0.7862
109,"A pony sipping tea in a garden in a cherry blossom park, in soft paste",0.846748,0.45625306057949994,0.8878584790755,0.6516,0.995,0.8012
110,A tiny lamb holding a basket of apples in a misty valley,0.852209,0.450980892884875,0.8924657783875,0.6513,0.9969,0.865
111,A fox and a lemur dancing in the rain,0.85349,0.51336554355,0.8825451359875,0.6822,0.9987,0.8021
112,"A moth dancing in the rain, watercolor style",0.845716,0.4405194825995,0.876575996221875,0.641,0.9917,0.6707
113,A bumblebee forging a silver key in a candlelit cafe,0.838714,0.44750725350200005,0.857212325233875,0.6389,0.9756,0.4514
114,A rhino and a ant racing a paper airplane,0.829932,0.433134484268875,0.855938037563875,0.6286,0.8449,0.3718
115,A bear conducting an orchestra in a bustling market,0.843511,0.513558250033875,0.8817765138395,0.6793,0.9962,0.7562
116,A tiny otter holding a cup of hot cocoa in a cozy library,0.843702,0.49082020287187506,0.880532195879875,0.6673,0.9952,0.7341
117,A mole locksmith repairing a pocket watch,0.835265,0.429607452078,0.8696397303954999,0.631,0.9465,0.5376
118,A scorpion and a alpaca rowing across a misty lake,0.839301,0.441589546048,0.8694531520848751,0.6383,0.9783,0.5692
119,A ferret racing a paper airplane in a sunflower field,0.844789,0.46648195584687496,0.8856576124098751,0.656,0.9945,0.7771
120,"A donkey planting a bonsai tree in a greenhouse, in warm golden light",0.854352,0.47892581618887503,0.8932400486719999,0.6666,0.9983,0.8977
121,"A goose tuning a grand piano, with bold vivid colors",0.836964,0.465851225428875,0.8787311774995001,0.652,0.9806,0.6656
122,"A spider conducting an orchestra, in warm golden light",0.831535,0.4226769446355,0.858406669448875,0.6241,0.8655,0.3978
123,"A beetle reading a giant book in a sunflower field, in warm golden lig",0.84898,0.491051093829875,0.877991117502,0.6685,0.9974,0.7309
124,A rhino ranger photographing the moon,0.834411,0.441687022272,0.864322894188875,0.636,0.9471,0.4899
125,A wombat and a elephant folding origami cranes,0.841619,0.414794611232,0.884251448614875,0.6279,0.9779,0.707
126,A iguana cobbler exploring a cave,0.836745,0.46194589275549996,0.8938003111980001,0.6529,0.9816,0.8161
127,"A llama fishing off a wooden pier, in gentle morning light",0.842285,0.44064851195,0.8785240044875001,0.6404,0.9872,0.6744
128,A sloth and a turtle ice skating at night,0.83853,0.479432360894875,0.871338920222,0.6581,0.9867,0.6092
129,A tiny flamingo holding a bouquet of wildflowers in an enchanted fores,0.858659,0.4683293315195,0.884547768909875,0.6607,0.9983,0.812
130,A otter florist beside a waterfall,0.818797,0.449260671548875,0.866622302248875,0.6359,0.3162,0.3966
131,A kangaroo tuning a grand piano on a cliff overlooking the sea,0.853512,0.5089142263355,0.8799830101995,0.6794,0.9986,0.7744
132,A bear bookbinder planting a bonsai tree,0.844653,0.49170421867187497,0.856703107739875,0.6634,0.9946,0.5044
133,A narwhal skier picking apples in autumn,0.832995,0.499451282496875,0.860225431928,0.6648,0.968,0.4771
134,A beaver beekeeper on a rooftop at night,0.841155,0.448074399873875,0.8897466129248749,0.6461,0.9882,0.7887
135,A goat firefighter picking apples in autumn,0.817171,0.5069002815754999,0.8394513720838749,0.6601,0.3168,0.1572
136,A cheerful hedgehog magician with a wooden music box,0.839828,0.48145630349487495,0.877292838268875,0.6607,0.9902,0.6769
137,A kangaroo playing a tiny violin on a foggy harbor,0.842186,0.44260668555000005,0.8589245907738751,0.6376,0.9846,0.4825
138,A cheerful salamander magician with a pocket watch,0.829674,0.4614718435755,0.8604624711995,0.6442,0.8993,0.4346
139,A elephant and a spider flying a hot air balloon,0.834179,0.4297601941795,0.8796002890354999,0.6326,0.9413,0.6303
140,"A beetle folding origami cranes on a cliff overlooking the sea, in a w",0.84455,0.4521502479948751,0.878464693952,0.647,0.9923,0.6932
141,A cheerful camel fisherman with a wooden music box,0.839188,0.4280840873355,0.8917466411555,0.6356,0.9774,0.783
142,A tiny gecko holding a small telescope in a lantern-lit alley,0.848294,0.5106877595988749,0.8791245082498751,0.6787,0.9977,0.7488
143,A crab jeweler repairing a pocket watch,0.833989,0.418415473489875,0.8529225795355,0.6215,0.9014,0.358
144,A tiny turtle holding a jar of fireflies on a floating island,0.842989,0.44839489519987497,0.860712919668875,0.6412,0.9878,0.508
145,A mantis and a llama playing a tiny violin,0.841509,0.4799956641755,0.876102372744875,0.6602,0.9921,0.6729
146,"A peacock solving a crossword, in a whimsical cartoon style",0.824059,0.44856964257887505,0.8741553393995,0.6385,0.6811,0.5164
147,A penguin carpenter tuning a grand piano,0.844911,0.45973864188749997,0.8841668989548749,0.6522,0.9939,0.7579
148,A mantis and a wombat tuning a grand piano,0.840732,0.47621283813387505,0.8572897279820001,0.6544,0.9886,0.4823
149,A robin teacher on a rooftop at night,0.82388,0.44919767920000003,0.845764595746875,0.6333,0.6011,0.2415
150,"A moth picking apples in autumn in a cozy library, in a cozy hand-draw",0.834847,0.5008049764875,0.855686286024875,0.6652,0.9768,0.4461
151,"A whale reading a giant book in a candlelit cafe, in warm golden light",0.851141,0.501222937329875,0.877987219694875,0.6744,0.9981,0.7435
152,"A giraffe mixing a bubbling potion at a countryside fair, in gentle mo",0.850204,0.46971867382200005,0.8776001228620001,0.6576,0.9969,0.7192
153,A shark baker sipping tea in a garden,0.827351,0.48418041292987496,0.875318589048,0.6582,0.8946,0.5772
154,"A shark brewing coffee at dawn in a misty valley, in a dreamy haze",0.836194,0.450345118404875,0.874095052649875,0.6429,0.9701,0.6039
155,"A dog blowing glass ornaments in a cluttered workshop, in a whimsical ",0.848333,0.44867262937887503,0.8789322728888751,0.6464,0.9948,0.7113
156,A tiger acrobat on a wooden bridge,0.846665,0.473343377613875,0.8682151021198751,0.6567,0.9952,0.6146
157,A llama skier on a rooftop at night,0.834457,0.4686572062,0.879711197952,0.653,0.9709,0.6619
158,"A wombat balancing on a tightrope, watercolor style",0.848788,0.406508644153875,0.865239779313875,0.622,0.9866,0.5412
159,A tiny wolf holding a vintage camera in a bustling market,0.8448,0.501223906109875,0.8790726297520001,0.6728,0.9963,0.7295
160,A cheerful donkey wizard with a slice of cake,0.829823,0.46407432475487503,0.876116624296875,0.6486,0.9193,0.5914
161,A tiny giraffe holding a jar of fireflies in a bamboo grove,0.848615,0.48239879589949997,0.872402291448875,0.6628,0.9967,0.669
162,A dolphin brewing coffee at dawn at a countryside fair,0.839827,0.472158452638,0.8938659936348751,0.6591,0.9906,0.8408
163,A lamb baker in a lantern-lit alley,0.832111,0.48989515687549995,0.860137581633875,0.6596,0.9575,0.4655
164,A otter reading under an umbrella in a cozy library,0.838847,0.4855550929195,0.8861090466479999,0.6643,0.99,0.7631
165,A crow teacher brewing coffee at dawn,0.815614,0.475238212088,0.8490753094395,0.6451,0.1786,0.2154
166,"A turtle playing a tiny violin, in a vintage storybook style",0.834271,0.463547356658875,0.874412544503875,0.6492,0.9657,0.6043
167,A dragonfly building a sandcastle in an autumn park,0.840808,0.4715850449875,0.874857482078875,0.6554,0.9901,0.6518
168,A tiny bat holding a stack of books in a lavender meadow,0.845251,0.44043572685550003,0.8833124616755,0.6421,0.9918,0.7366
169,A cat climbing a snowy peak at a mountain lake at sunrise,0.838636,0.497868647712,0.8833617615555,0.6701,0.9908,0.7402
170,A chinchilla juggler on a train platform,0.849003,0.46105494671799996,0.873251280621875,0.6519,0.9958,0.6657
171,"A tiger building a birdhouse in a bustling market, in soft pastel colo",0.852555,0.48071226193949995,0.8825350608955,0.665,0.9979,0.7834
172,A beaver botanist watering a rooftop garden,0.836307,0.43312167198199997,0.850341539009875,0.6294,0.949,0.3608
173,A tiny bumblebee holding an old brass compass on a foggy harbor,0.847625,0.4611903391755,0.882198511118,0.6534,0.9956,0.7504
174,A lamb dj on a rooftop at night,0.822764,0.47114348365987496,0.8829113407395001,0.6515,0.7051,0.6091
175,A penguin and a chameleon feeding pigeons in a plaza,0.835577,0.4446823949875,0.878232742538875,0.6405,0.9648,0.6373
176,A squirrel and a giraffe tending a beehive,0.84958,0.470635624768,0.874810187502,0.6574,0.9966,0.6896
177,A rhino writing a letter in a lantern-lit alley,0.844974,0.46699982390199996,0.8638364245968749,0.6521,0.9933,0.5605
178,A cheerful axolotl locksmith with a stack of books,0.841464,0.48994091213987506,0.834390942142,0.6573,0.989,0.2801
179,A tiny spider holding a paper airplane in a moonlit garden,0.850097,0.477408465888,0.9043246346875001,0.6668,0.9978,1.0
180,A cheerful wombat locksmith with a ball of yarn,0.838616,0.46007462218749995,0.859861664996875,0.6459,0.9804,0.4853
181,A tiny donkey holding a wooden music box in a bamboo grove,0.851432,0.46325816093550004,0.8943267321755001,0.6579,0.9974,0.8904
182,A crab folding origami cranes under a starry sky,0.821102,0.470861142621875,0.870258195358,0.6485,0.5689,0.4678
183,A cheerful dragonfly fencer with a slice of cake,0.836622,0.45343268227487504,0.900435907179875,0.6497,0.9798,0.879
184,A fox and a pufferfish surfing a big wave,0.839813,0.4872609063875,0.8701554055468751,0.6623,0.9901,0.6089
185,"A shark building a sandcastle, in a dreamy haze",0.819285,0.4433315365355,0.868236256288875,0.6332,0.3282,0.4124
186,A tiny piglet holding a jar of fireflies on a cliff overlooking the se,0.85105,0.46919231947549994,0.8712474996398749,0.6564,0.9969,0.6584
187,A tiny ladybug holding a paper lantern in a desert at noon,0.827826,0.44950172831387497,0.8711835975180001,0.6395,0.8429,0.5174
188,A llama florist flying a hot air balloon,0.834974,0.46023609836799995,0.8903050443155001,0.6508,0.9731,0.7678
189,"A shark reading tarot cards in a moonlit garden, photorealistic",0.831659,0.490960819552,0.885158358671875,0.6648,0.9644,0.7115
190,A cheerful shark jeweler with a paper lantern,0.833981,0.4729933260795,0.8576498928795,0.6508,0.9623,0.4444
191,A hamster chasing fireflies in a misty valley,0.840285,0.45609576318887496,0.8761378968879999,0.6474,0.9865,0.6517
192,A chinchilla mountaineer photographing the moon,0.845065,0.48989272622487495,0.8594495053548751,0.6632,0.9949,0.5317
193,A dolphin and a beetle carving a wooden spoon,0.830345,0.4594674886155,0.8697564059499999,0.6451,0.9174,0.5288
194,A hippo and a beetle skateboarding down a hill,0.839047,0.46373197489949997,0.8717951769548751,0.6502,0.9848,0.6069
195,A kangaroo and a seahorse climbing a snowy peak,0.853572,0.49013532399887494,0.8797803988875,0.6696,0.9982,0.7637
196,A tiny peacock holding an old brass compass at a countryside fair,0.844961,0.43888574410987496,0.8814122797388749,0.6408,0.991,0.7148
197,A alpaca violinist exploring a cave,0.831103,0.486669237328875,0.8723131564875,0.66,0.9522,0.5761
198,"A goose building a sandcastle, in a vintage storybook style",0.82908,0.4616306968,0.855304132348875,0.6431,0.8808,0.3809
199,A tiny butterfly holding a basket of apples in a lavender meadow,0.846642,0.4439383874395,0.882983658368,0.6443,0.9934,0.7419
200,A tiny badger holding a bouquet of wildflowers in a sunflower field,0.850754,0.45111266688487495,0.880210242478,0.6486,0.9961,0.7348
201,A mole lighthouse keeper climbing a snowy peak,0.8395,0.4287018742755,0.8651668915180001,0.6308,0.972,0.5177
202,A newt blacksmith in a snowy village,0.829823,0.48592064710487504,0.875240240028875,0.6598,0.9389,0.5958
203,A hedgehog magician in a sunflower field,0.834873,0.489098889721875,0.8810994288320001,0.664,0.9798,0.6905
204,"A shark flying a kite in a storm, watercolor style",0.848096,0.46067529871487506,0.889373676152,0.6546,0.9961,0.8253
205,A tiny dolphin holding a small telescope in an autumn park,0.845312,0.4725955883995,0.8987156969875,0.6618,0.9959,0.9187
206,A duck and a hedgehog dancing in the rain,0.843965,0.44662624195199996,0.8813457975138749,0.6446,0.9911,0.7155
207,A cheerful lemur paramedic with a glowing lantern,0.840314,0.4827802200795,0.888354834622,0.6637,0.992,0.7926
208,"A shark repairing a pocket watch on a wooden bridge, watercolor style",0.84576,0.43553003608799995,0.8818354298998751,0.6394,0.9914,0.7199
209,"A axolotl conducting an orchestra, in warm golden light",0.82568,0.448254221103875,0.817888121144875,0.6279,0.6285,0.0041
210,A snail baking sourdough in a coral reef,0.838905,0.3968386353595,0.872102433794875,0.6154,0.944,0.553
211,"A ant sketching in a cafe on a foggy harbor, in a cozy hand-drawn styl",0.839976,0.46197382648800006,0.8600568800355001,0.6473,0.9847,0.4959
212,A gecko weaver folding origami cranes,0.829863,0.445263240393875,0.8806709650554999,0.6397,0.8979,0.6242
213,A cheerful ferret referee with a ball of yarn,0.833556,0.46850296537187497,0.870666110462,0.6509,0.962,0.5657
214,"A chinchilla conducting an orchestra in a lavender meadow, watercolor ",0.841941,0.48348282100487494,0.8617585982448751,0.6594,0.9918,0.5358
215,A robin gardening on a balcony in a bustling market,0.846094,0.473373154219875,0.8661987406720001,0.6562,0.9948,0.5924
216,A tiny llama holding a stack of books under a starry sky,0.846585,0.461628096958,0.866209518702,0.6502,0.9941,0.5871
217,"A beetle repairing a pocket watch, in a whimsical cartoon style",0.83386,0.4326076704395,0.873555372448,0.6329,0.9372,0.57
218,A zebra jeweler in a greenhouse,0.840891,0.455382971968875,0.8675481010998749,0.6456,0.9864,0.5692
219,A cheerful hamster astronaut with a wooden music box,0.835347,0.463013783573875,0.851001369272,0.6448,0.9637,0.3834
220,A tiny lobster holding a bunch of balloons in a neon nightclub,0.846131,0.44563720714487504,0.864114935246875,0.6413,0.9917,0.5533
221,A jellyfish ranger gardening on a balcony,0.822782,0.4582897595995,0.8712986091180001,0.6426,0.6352,0.4843
222,A hippo violinist mixing a bubbling potion,0.839781,0.454920156923875,0.876578176453875,0.6468,0.9852,0.6525
223,A axolotl professor juggling glowing orbs,0.824136,0.48445930658987496,0.8314993155748751,0.6489,0.7001,0.1356
224,A raccoon riding a unicycle on a foggy harbor,0.847076,0.4762081952355,0.851875180444875,0.6552,0.9948,0.4603
225,A tiny bumblebee holding a ball of yarn in a cluttered workshop,0.850328,0.47908371612187495,0.859401868059875,0.659,0.9967,0.5462
226,A tiny elephant holding an old brass compass in an autumn park,0.834838,0.403206266113875,0.880363941438,0.6192,0.9119,0.6179
227,A tiny lion holding a jar of fireflies in a desert at noon,0.849951,0.4452976796875,0.875917618603875,0.6445,0.9951,0.6845
228,A cheerful elephant gardener with a pocket watch,0.842218,0.425748561113875,0.868077920558,0.6306,0.9808,0.5579
229,A rhino astronomer on a floating island,0.833329,0.474544702743875,0.8812189657795,0.656,0.9673,0.6735
230,A tiny fox holding a glowing lantern under a starry sky,0.848402,0.473553401489875,0.8772212862,0.659,0.9964,0.7111
231,A seahorse juggler on a rainy street,0.836647,0.46579728924799996,0.8964676488148751,0.6554,0.9828,0.8459
232,"A dolphin carving a wooden spoon, in a vintage storybook style",0.845355,0.47351837721387496,0.8725137418755,0.6572,0.9947,0.6516
233,A tiny duck holding a ball of yarn on a rooftop at night,0.846117,0.47864498718750004,0.8692934015288749,0.6595,0.9953,0.626
234,A cheerful sloth cobbler with a bowl of ramen,0.828677,0.436186679298875,0.8444146860238749,0.6276,0.7924,0.2565
235,"A pony surfing a big wave on a train platform, in soft pastel colors",0.838681,0.47928975643550004,0.8576966167679999,0.6555,0.985,0.4769
236,"A pony tuning a grand piano, in a vintage storybook style",0.830881,0.428544996098875,0.867232218448875,0.6287,0.8741,0.4841
237,A tiny lion holding a paper airplane on a rainy street,0.849217,0.471145025319875,0.8580219764995001,0.6543,0.9958,0.5242
